Customer ID,Gender,Age,City,Membership Type,Total Spend,Items Purchased,Average Rating,Discount Applied,Days Since Last Purchase,Satisfaction Level,Cluster
157,Female,41,Chicago,Bronze,485.25,9,3.6,True,39,Unsatisfied,2
158,Male,28,San Francisco,Gold,1500.1,21,4.9,False,10,Satisfied,1
159,Male,32,Miami,Silver,670.3,10,3.8,True,33,Unsatisfied,2
160,Female,36,Houston,Bronze,460.5,8,3.1,False,19,Neutral,0
161,Female,30,New York,Gold,1190.8,16,4.5,True,20,Satisfied,4
162,Male,33,Los Angeles,Silver,830.75,13,4.2,False,14,Satisfied,3
163,Female,42,Chicago,Bronze,520.4,9,3.5,True,37,Unsatisfied,2
164,Male,29,San Francisco,Gold,1370.2,18,4.7,False,10,Satisfied,1
165,Male,26,Miami,Silver,690.6,12,3.9,True,47,Unsatisfied,2
166,Female,38,Houston,Bronze,440.9,8,3.2,False,24,Neutral,0
167,Female,32,New York,Gold,1160.3,14,4.4,True,22,Satisfied,4
168,Male,34,Los Angeles,Silver,800.2,11,4.1,False,17,Neutral,3
169,Female,43,Chicago,Bronze,500.75,10,3.3,True,40,Unsatisfied,2
170,Male,30,San Francisco,Gold,1460.5,20,4.8,False,12,Satisfied,1
171,Male,27,Miami,Silver,700.4,13,4.0,True,53,Unsatisfied,2
172,Female,37,Houston,Bronze,420.8,7,3.1,False,21,Satisfied,0
173,Female,31,New York,Gold,1130.6,15,4.5,True,26,Satisfied,4
174,Male,35,Los Angeles,Silver,820.9,12,4.3,False,12,Neutral,3
175,Female,41,Chicago,Bronze,480.25,9,3.6,True,38,Unsatisfied,2
176,Male,28,San Francisco,Gold,1490.1,21,4.9,False,9,Satisfied,1
177,Male,32,Miami,Silver,680.3,10,3.8,True,32,Unsatisfied,2
178,Female,36,Houston,Bronze,470.5,8,3.0,False,18,Neutral,0
179,Female,30,New York,Gold,1180.8,16,4.7,True,19,Satisfied,4
180,Male,34,Los Angeles,Silver,790.2,11,4.0,False,15,Neutral,3
181,Female,43,Chicago,Bronze,505.75,10,3.3,True,39,Unsatisfied,2
182,Male,30,San Francisco,Gold,1470.5,20,4.8,False,13,Satisfied,1
183,Male,27,Miami,Silver,710.4,13,4.1,True,54,Unsatisfied,2
184,Female,37,Houston,Bronze,430.8,7,3.4,False,23,Neutral,0
185,Female,31,New York,Gold,1140.6,15,4.6,True,27,Satisfied,4
186,Male,35,Los Angeles,Silver,810.9,12,4.3,False,13,Neutral,3
187,Female,41,Chicago,Bronze,485.25,9,3.6,True,39,Unsatisfied,2
188,Male,28,San Francisco,Gold,1500.1,21,4.9,False,10,Satisfied,1
189,Male,32,Miami,Silver,670.3,10,3.8,True,33,Unsatisfied,2
190,Female,36,Houston,Bronze,460.5,8,3.1,False,19,Neutral,0
191,Female,30,New York,Gold,1190.8,16,4.5,True,20,Satisfied,4
192,Male,33,Los Angeles,Silver,830.75,13,4.2,False,14,Satisfied,3
193,Female,42,Chicago,Bronze,520.4,9,3.5,True,37,Unsatisfied,2
194,Male,29,San Francisco,Gold,1370.2,18,4.7,False,10,Satisfied,1
195,Male,26,Miami,Silver,690.6,12,3.9,True,47,Unsatisfied,2
196,Female,38,Houston,Bronze,440.9,8,3.2,False,24,Neutral,0
197,Female,32,New York,Gold,1160.3,14,4.4,True,22,Satisfied,4
198,Male,34,Los Angeles,Silver,800.2,11,4.1,False,17,Neutral,3
199,Female,43,Chicago,Bronze,500.75,10,3.3,True,40,Unsatisfied,2
200,Male,30,San Francisco,Gold,1460.5,20,4.8,False,12,Satisfied,1
201,Male,27,Miami,Silver,700.4,13,4.0,True,53,Unsatisfied,2
202,Female,37,Houston,Bronze,420.8,7,3.1,False,21,Neutral,0
203,Female,31,New York,Gold,1130.6,15,4.5,True,26,Satisfied,4
204,Male,35,Los Angeles,Silver,820.9,12,4.3,False,12,Neutral,3
205,Female,41,Chicago,Bronze,480.25,9,3.6,True,38,Unsatisfied,2
206,Male,28,San Francisco,Gold,1490.1,21,4.9,False,9,Satisfied,1
207,Male,32,Miami,Silver,680.3,10,3.8,True,32,Unsatisfied,2
208,Female,36,Houston,Bronze,470.5,8,3.0,False,18,Neutral,0
209,Female,30,New York,Gold,1180.8,16,4.7,True,19,Satisfied,4
210,Male,34,Los Angeles,Silver,790.2,11,4.0,False,15,Neutral,3
211,Female,43,Chicago,Bronze,505.75,10,3.3,True,39,Unsatisfied,2
212,Male,30,San Francisco,Gold,1470.5,20,4.8,False,13,Satisfied,1
213,Male,27,Miami,Silver,710.4,13,4.1,True,54,Unsatisfied,2
214,Female,37,Houston,Bronze,430.8,7,3.4,False,23,Neutral,0
215,Female,31,New York,Gold,1140.6,15,4.6,True,27,Satisfied,4
216,Male,35,Los Angeles,Silver,810.9,12,4.3,False,13,Neutral,3
217,Female,41,Chicago,Bronze,485.25,9,3.6,True,39,Unsatisfied,2
218,Male,28,San Francisco,Gold,1500.1,21,4.9,False,10,Satisfied,1
219,Male,32,Miami,Silver,670.3,10,3.8,True,33,Unsatisfied,2
220,Female,36,Houston,Bronze,460.5,8,3.1,False,19,Neutral,0
221,Female,30,New York,Gold,1190.8,16,4.5,True,20,Satisfied,4
222,Male,33,Los Angeles,Silver,830.75,13,4.2,False,14,Satisfied,3
223,Female,42,Chicago,Bronze,520.4,9,3.5,True,37,Unsatisfied,2
224,Male,29,San Francisco,Gold,1370.2,18,4.7,False,10,Satisfied,1
225,Male,26,Miami,Silver,690.6,12,3.9,True,47,Unsatisfied,2
226,Female,38,Houston,Bronze,440.9,8,3.2,False,24,Neutral,0
227,Female,32,New York,Gold,1160.3,14,4.4,True,22,Satisfied,4
228,Male,34,Los Angeles,Silver,800.2,11,4.1,False,17,Neutral,3
229,Female,43,Chicago,Bronze,500.75,10,3.3,True,40,Unsatisfied,2
230,Male,30,San Francisco,Gold,1460.5,20,4.8,False,12,Satisfied,1
231,Male,27,Miami,Silver,700.4,13,4.0,True,53,Unsatisfied,2
232,Female,37,Houston,Bronze,420.8,7,3.1,False,21,Neutral,0
233,Female,31,New York,Gold,1130.6,15,4.5,True,26,Satisfied,4
234,Male,35,Los Angeles,Silver,820.9,12,4.3,False,12,Neutral,3
235,Female,41,Chicago,Bronze,480.25,9,3.6,True,38,Unsatisfied,2
236,Male,28,San Francisco,Gold,1490.1,21,4.9,False,9,Satisfied,1
237,Male,32,Miami,Silver,680.3,10,3.8,True,32,Unsatisfied,2
238,Female,36,Houston,Bronze,470.5,8,3.0,False,18,Neutral,0
239,Female,30,New York,Gold,1180.8,16,4.7,True,19,Satisfied,4
240,Male,34,Los Angeles,Silver,790.2,11,4.0,False,15,Neutral,3
241,Female,43,Chicago,Bronze,505.75,10,3.3,True,39,Unsatisfied,2
242,Male,30,San Francisco,Gold,1470.5,20,4.8,False,13,Satisfied,1
243,Male,27,Miami,Silver,710.4,13,4.1,True,54,Unsatisfied,2
244,Female,37,Houston,Bronze,430.8,7,3.4,False,23,Satisfied,0
245,Female,31,New York,Gold,1130.6,15,4.5,True,26,Satisfied,4
246,Male,35,Los Angeles,Silver,820.9,12,4.3,False,12,Neutral,3
247,Female,41,Chicago,Bronze,480.25,9,3.6,True,38,Unsatisfied,2
248,Male,28,San Francisco,Gold,1490.1,21,4.9,False,9,Satisfied,1
249,Male,32,Miami,Silver,680.3,10,3.8,True,32,Unsatisfied,2
250,Female,36,Houston,Bronze,470.5,8,3.0,False,18,Neutral,0
251,Female,30,New York,Gold,1180.8,16,4.7,True,19,Satisfied,4
252,Male,34,Los Angeles,Silver,790.2,11,4.0,False,15,Neutral,3
253,Female,43,Chicago,Bronze,505.75,10,3.3,True,39,Unsatisfied,2
254,Male,30,San Francisco,Gold,1470.5,20,4.8,False,13,Satisfied,1
255,Male,27,Miami,Silver,710.4,13,4.1,True,54,Unsatisfied,2
256,Female,37,Houston,Bronze,430.8,7,3.4,False,23,Neutral,0
257,Female,31,New York,Gold,1140.6,15,4.6,True,27,Satisfied,4
258,Male,35,Los Angeles,Silver,810.9,12,4.3,False,13,Neutral,3
259,Female,41,Chicago,Bronze,485.25,9,3.6,True,39,Unsatisfied,2
260,Male,28,San Francisco,Gold,1500.1,21,4.9,False,10,Satisfied,1
261,Male,32,Miami,Silver,670.3,10,3.8,True,33,Unsatisfied,2
262,Female,36,Houston,Bronze,460.5,8,3.1,False,19,Neutral,0
263,Female,30,New York,Gold,1190.8,16,4.5,True,20,Satisfied,4
264,Male,33,Los Angeles,Silver,830.75,13,4.2,False,14,Satisfied,3
265,Female,42,Chicago,Bronze,520.4,9,3.5,True,37,Unsatisfied,2
266,Male,29,San Francisco,Gold,1370.2,18,4.7,False,10,Satisfied,1
267,Male,26,Miami,Silver,690.6,12,3.9,True,47,Unsatisfied,2
268,Female,38,Houston,Bronze,440.9,8,3.2,False,24,Neutral,0
269,Female,32,New York,Gold,1160.3,14,4.4,True,22,Satisfied,4
270,Male,34,Los Angeles,Silver,800.2,11,4.1,False,17,Neutral,3
271,Female,43,Chicago,Bronze,500.75,10,3.3,True,40,Unsatisfied,2
272,Male,30,San Francisco,Gold,1460.5,20,4.8,False,12,Satisfied,1
273,Male,27,Miami,Silver,700.4,13,4.0,True,53,Unsatisfied,2
274,Female,37,Houston,Bronze,430.8,7,3.4,False,23,Neutral,0
275,Female,31,New York,Gold,1140.6,15,4.5,True,27,Satisfied,4
276,Male,35,Los Angeles,Silver,820.9,12,4.3,False,12,Neutral,3
277,Female,41,Chicago,Bronze,480.25,9,3.6,True,38,Unsatisfied,2
278,Male,28,San Francisco,Gold,1490.1,21,4.9,False,9,Satisfied,1
279,Male,32,Miami,Silver,680.3,10,3.8,True,32,Unsatisfied,2
280,Female,36,Houston,Bronze,470.5,8,3.0,False,18,Neutral,0
281,Female,30,New York,Gold,1180.8,16,4.7,True,19,Satisfied,4
282,Male,34,Los Angeles,Silver,790.2,11,4.0,False,15,Neutral,3
283,Female,43,Chicago,Bronze,505.75,10,3.3,True,39,Unsatisfied,2
284,Male,30,San Francisco,Gold,1470.5,20,4.8,False,13,Satisfied,1
285,Male,27,Miami,Silver,710.4,13,4.1,True,54,Unsatisfied,2
286,Female,37,Houston,Bronze,430.8,7,3.4,False,23,Neutral,0
287,Female,31,New York,Gold,1130.6,15,4.5,True,26,Satisfied,4
288,Male,35,Los Angeles,Silver,820.9,12,4.3,False,13,Neutral,3
289,Female,41,Chicago,Bronze,485.25,9,3.6,True,39,Unsatisfied,2
290,Male,28,San Francisco,Gold,1500.1,21,4.9,False,10,Satisfied,1
291,Male,32,Miami,Silver,670.3,10,3.8,True,33,Unsatisfied,2
292,Female,36,Houston,Bronze,460.5,8,3.1,False,19,Neutral,0
293,Female,30,New York,Gold,1190.8,16,4.5,True,20,Satisfied,4
294,Male,33,Los Angeles,Silver,830.75,13,4.2,False,14,Satisfied,3
295,Female,42,Chicago,Bronze,520.4,9,3.5,True,37,Unsatisfied,2
296,Male,29,San Francisco,Gold,1370.2,18,4.7,False,10,Satisfied,1
297,Male,26,Miami,Silver,690.6,12,3.9,True,47,Unsatisfied,2
298,Female,38,Houston,Bronze,440.9,8,3.2,False,24,Neutral,0
299,Female,32,New York,Gold,1160.3,14,4.4,True,22,Satisfied,4
300,Male,34,Los Angeles,Silver,800.2,11,4.1,False,17,Neutral,3
301,Male,36,San Francisco,Gold,1420.8,19,4.6,False,11,Satisfied,1
302,Female,29,Miami,Silver,730.4,14,4.0,True,50,Unsatisfied,2
303,Female,35,Houston,Bronze,450.6,7,3.3,False,21,Neutral,0
304,Male,31,New York,Gold,1210.6,17,4.8,True,18,Satisfied,4
305,Male,27,Los Angeles,Silver,780.9,11,4.2,False,16,Neutral,3
306,Female,42,Chicago,Bronze,495.25,10,3.5,True,35,Unsatisfied,2
307,Male,29,San Francisco,Gold,1390.2,18,4.7,False,9,Satisfied,1
308,Male,26,Miami,Silver,670.6,12,3.9,True,46,Unsatisfied,2
309,Female,38,Houston,Bronze,460.9,8,3.2,False,25,Neutral,0
310,Female,32,New York,Gold,1170.3,14,4.5,True,21,Satisfied,4
311,Male,34,Los Angeles,Silver,810.2,11,4.0,False,14,Neutral,3
312,Female,43,Chicago,Bronze,515.75,9,3.3,True,38,Unsatisfied,2
313,Male,30,San Francisco,Gold,1450.5,20,4.8,False,12,Satisfied,1
314,Male,27,Miami,Silver,690.4,13,4.1,True,52,Unsatisfied,2
315,Female,37,Houston,Bronze,420.8,7,3.4,False,24,Neutral,0
316,Female,31,New York,Gold,1130.6,15,4.5,True,26,Satisfied,4
317,Male,35,Los Angeles,Silver,820.9,12,4.3,False,13,Neutral,3
318,Female,41,Chicago,Bronze,480.25,9,3.6,True,39,Unsatisfied,2
319,Male,28,San Francisco,Gold,1490.1,21,4.9,False,9,Satisfied,1
320,Male,32,Miami,Silver,680.3,10,3.8,True,32,Unsatisfied,2
321,Female,36,Houston,Bronze,470.5,8,3.0,False,18,Neutral,0
322,Female,30,New York,Gold,1180.8,16,4.7,True,19,Satisfied,4
323,Male,34,Los Angeles,Silver,790.2,11,4.0,False,15,Neutral,3
324,Female,43,Chicago,Bronze,505.75,10,3.3,True,39,Unsatisfied,2
325,Male,30,San Francisco,Gold,1470.5,20,4.8,False,13,Satisfied,1
326,Male,27,Miami,Silver,710.4,13,4.1,True,54,Unsatisfied,2
327,Female,37,Houston,Bronze,430.8,7,3.4,False,23,Neutral,0
328,Female,31,New York,Gold,1140.6,15,4.5,True,27,Satisfied,4
329,Male,35,Los Angeles,Silver,820.9,12,4.3,False,13,Neutral,3
330,Female,41,Chicago,Bronze,485.25,9,3.6,True,39,Unsatisfied,2
331,Male,28,San Francisco,Gold,1500.1,21,4.9,False,10,Satisfied,1
332,Male,32,Miami,Silver,670.3,10,3.8,True,33,Unsatisfied,2
333,Female,36,Houston,Bronze,460.5,8,3.1,False,19,Neutral,0
334,Female,30,New York,Gold,1190.8,16,4.5,True,20,Satisfied,4
335,Male,33,Los Angeles,Silver,830.75,13,4.2,False,14,Satisfied,3
336,Female,42,Chicago,Bronze,520.4,9,3.5,True,37,Unsatisfied,2
337,Male,29,San Francisco,Gold,1370.2,18,4.7,False,10,Satisfied,1
338,Male,26,Miami,Silver,690.6,12,3.9,True,47,Unsatisfied,2
339,Female,38,Houston,Bronze,440.9,8,3.2,False,24,Neutral,0
340,Female,32,New York,Gold,1160.3,14,4.4,True,22,Satisfied,4
341,Male,34,Los Angeles,Silver,800.2,11,4.1,False,17,Neutral,3
342,Female,43,Chicago,Bronze,525.75,9,3.3,True,40,Unsatisfied,2
343,Male,30,San Francisco,Gold,1460.5,20,4.8,False,11,Satisfied,1
344,Male,27,Miami,Silver,720.4,13,4.0,True,55,Unsatisfied,2
345,Female,37,Houston,Bronze,440.8,7,3.2,False,25,Neutral,0
346,Female,31,New York,Gold,1150.6,15,4.5,True,28,Satisfied,4
347,Male,35,Los Angeles,Silver,830.9,12,4.3,False,14,Neutral,3
348,Female,41,Chicago,Bronze,490.25,9,3.6,True,40,Unsatisfied,2
349,Male,28,San Francisco,Gold,1480.1,21,4.9,False,10,Satisfied,1
350,Male,32,Miami,Silver,690.3,10,3.8,True,34,Unsatisfied,2
351,Female,36,Houston,Bronze,480.5,8,3.1,False,20,Neutral,0
352,Female,30,New York,Gold,1170.8,16,4.7,True,21,Satisfied,4
353,Male,34,Los Angeles,Silver,790.2,11,4.0,False,15,Neutral,3
354,Female,43,Chicago,Bronze,510.75,10,3.3,True,41,Unsatisfied,2
355,Male,30,San Francisco,Gold,1440.5,19,4.6,False,12,Satisfied,1
356,Male,27,Miami,Silver,700.4,13,4.1,True,56,Unsatisfied,2
357,Female,37,Houston,Bronze,410.8,7,3.4,False,26,Neutral,0
358,Female,31,New York,Gold,1160.6,15,4.5,True,29,Satisfied,4
359,Male,35,Los Angeles,Silver,810.9,12,4.3,False,14,Neutral,3
360,Female,41,Chicago,Bronze,495.25,9,3.6,True,41,Unsatisfied,2
361,Male,28,San Francisco,Gold,1490.1,21,4.9,False,10,Satisfied,1
362,Male,32,Miami,Silver,660.3,10,3.8,True,35,Unsatisfied,2
363,Female,36,Houston,Bronze,430.5,8,3.1,False,21,Neutral,0
364,Female,30,New York,Gold,1200.8,16,4.7,True,22,Satisfied,4
365,Male,34,Los Angeles,Silver,780.2,11,4.1,False,16,Neutral,3
366,Female,43,Chicago,Bronze,505.75,10,3.3,True,42,Unsatisfied,2
367,Male,30,San Francisco,Gold,1460.5,20,4.8,False,13,Satisfied,1
368,Male,27,Miami,Silver,710.4,13,4.1,True,57,Unsatisfied,2
369,Female,37,Houston,Bronze,450.8,7,3.4,False,24,Neutral,0
370,Female,31,New York,Gold,1140.6,15,4.5,True,30,Satisfied,4
371,Male,35,Los Angeles,Silver,800.9,12,4.1,False,17,Neutral,3
372,Female,41,Chicago,Bronze,475.25,9,3.6,True,42,Unsatisfied,2
373,Male,28,San Francisco,Gold,1480.1,21,4.9,False,11,Satisfied,1
374,Male,32,Miami,Silver,660.3,10,3.8,True,36,Unsatisfied,2
375,Female,36,Houston,Bronze,470.5,8,3.0,False,22,Neutral,0
376,Female,30,New York,Gold,1190.8,16,4.5,True,23,Satisfied,4
377,Male,33,Los Angeles,Silver,770.2,11,4.2,False,18,Neutral,3
378,Female,43,Chicago,Bronze,515.75,10,3.3,True,43,Unsatisfied,2
379,Male,30,San Francisco,Gold,1450.5,19,4.6,False,12,Satisfied,1
380,Male,27,Miami,Silver,710.4,13,4.1,True,58,Unsatisfied,2
381,Female,37,Houston,Bronze,430.8,7,3.4,False,27,Neutral,0
382,Female,31,New York,Gold,1160.6,15,4.5,True,31,Satisfied,4
383,Male,35,Los Angeles,Silver,820.9,12,4.3,False,15,Neutral,3
384,Female,41,Chicago,Bronze,495.25,9,3.6,True,43,Unsatisfied,2
385,Male,28,San Francisco,Gold,1490.1,21,4.9,False,10,Satisfied,1
386,Male,32,Miami,Silver,660.3,10,3.8,True,37,Unsatisfied,2
387,Female,36,Houston,Bronze,440.5,8,3.1,False,23,Neutral,0
388,Female,30,New York,Gold,1200.8,16,4.7,True,24,Satisfied,4
389,Male,34,Los Angeles,Silver,780.2,11,4.1,False,16,Neutral,3
390,Female,43,Chicago,Bronze,505.75,10,3.3,True,44,Unsatisfied,2
391,Male,30,San Francisco,Gold,1460.5,20,4.8,False,13,Satisfied,1
392,Male,27,Miami,Silver,710.4,13,4.1,True,59,Unsatisfied,2
393,Female,37,Houston,Bronze,450.8,7,3.4,False,28,Neutral,0
394,Female,31,New York,Gold,1140.6,15,4.5,True,32,Satisfied,4
395,Male,35,Los Angeles,Silver,800.9,12,4.1,False,17,Neutral,3
396,Female,41,Chicago,Bronze,475.25,9,3.6,True,44,Unsatisfied,2
397,Male,28,San Francisco,Gold,1480.1,21,4.9,False,12,Satisfied,1
398,Male,32,Miami,Silver,660.3,10,3.8,True,38,Unsatisfied,2
399,Female,36,Houston,Bronze,470.5,8,3.0,False,22,Neutral,0
400,Female,30,New York,Gold,1190.8,16,4.5,True,25,Satisfied,4
401,Male,33,Los Angeles,Silver,800.2,11,4.1,False,18,Neutral,3
402,Female,43,Chicago,Bronze,515.75,10,3.3,True,45,Unsatisfied,2
403,Male,30,San Francisco,Gold,1450.5,19,4.6,False,13,Satisfied,1
404,Male,27,Miami,Silver,710.4,13,4.1,True,60,Unsatisfied,2
405,Female,37,Houston,Bronze,430.8,7,3.4,False,29,Neutral,0
406,Female,31,New York,Gold,1160.6,15,4.5,True,33,Satisfied,4
407,Male,35,Los Angeles,Silver,820.9,12,4.3,False,16,Neutral,3
408,Female,41,Chicago,Bronze,495.25,9,3.6,True,45,Unsatisfied,2
409,Male,28,San Francisco,Gold,1490.1,21,4.9,False,11,Satisfied,1
410,Male,32,Miami,Silver,660.3,10,3.8,True,39,Unsatisfied,2
411,Female,36,Houston,Bronze,440.5,8,3.1,False,24,Neutral,0
412,Female,30,New York,Gold,1200.8,16,4.7,True,25,Satisfied,4
413,Male,34,Los Angeles,Silver,780.2,11,4.1,False,17,Neutral,3
414,Female,43,Chicago,Bronze,505.75,10,3.3,True,46,Unsatisfied,2
415,Male,30,San Francisco,Gold,1460.5,20,4.8,False,14,Satisfied,1
416,Male,27,Miami,Silver,710.4,13,4.1,True,61,Unsatisfied,2
417,Female,37,Houston,Bronze,450.8,7,3.4,False,30,Neutral,0
418,Female,31,New York,Gold,1140.6,15,4.5,True,34,Satisfied,4
419,Male,35,Los Angeles,Silver,800.9,12,4.1,False,19,Neutral,3
420,Female,41,Chicago,Bronze,475.25,9,3.6,True,46,Unsatisfied,2
421,Male,28,San Francisco,Gold,1480.1,21,4.9,False,12,Satisfied,1
422,Male,32,Miami,Silver,660.3,10,3.8,True,40,Unsatisfied,2
423,Female,36,Houston,Bronze,470.5,8,3.0,False,26,Neutral,0
424,Female,30,New York,Gold,1190.8,16,4.5,True,27,Satisfied,4
425,Male,34,Los Angeles,Silver,780.2,11,4.2,False,18,Neutral,3
426,Female,43,Chicago,Bronze,515.75,10,3.3,True,47,Unsatisfied,2
427,Male,30,San Francisco,Gold,1450.5,19,4.6,False,14,Satisfied,1
428,Male,27,Miami,Silver,710.4,13,4.1,True,62,Unsatisfied,2
429,Female,37,Houston,Bronze,430.8,7,3.4,False,31,Neutral,0
430,Female,31,New York,Gold,1160.6,15,4.5,True,35,Satisfied,4
431,Male,35,Los Angeles,Silver,820.9,12,4.3,False,20,Neutral,3
432,Female,41,Chicago,Bronze,495.25,9,3.6,True,47,Unsatisfied,2
433,Male,28,San Francisco,Gold,1490.1,21,4.9,False,11,Satisfied,1
434,Male,32,Miami,Silver,660.3,10,3.8,True,41,Unsatisfied,2
435,Female,36,Houston,Bronze,440.5,8,3.1,False,28,Neutral,0
436,Female,30,New York,Gold,1200.8,16,4.7,True,28,Satisfied,4
437,Male,34,Los Angeles,Silver,780.2,11,4.1,False,19,Neutral,3
438,Female,43,Chicago,Bronze,505.75,10,3.3,True,48,Unsatisfied,2
439,Male,30,San Francisco,Gold,1460.5,20,4.8,False,15,Satisfied,1
440,Male,27,Miami,Silver,710.4,13,4.1,True,63,Unsatisfied,2
441,Female,37,Houston,Bronze,450.8,7,3.4,False,32,Neutral,0
442,Female,31,New York,Gold,1140.6,15,4.5,True,36,Satisfied,4
443,Male,35,Los Angeles,Silver,800.9,12,4.1,False,20,Neutral,3
444,Female,41,Chicago,Bronze,475.25,9,3.6,True,48,Unsatisfied,2
445,Male,28,San Francisco,Gold,1480.1,21,4.9,False,13,Satisfied,1
446,Male,32,Miami,Silver,660.3,10,3.8,True,42,Unsatisfied,2
447,Female,36,Houston,Bronze,470.5,8,3.0,False,27,Neutral,0
448,Female,30,New York,Gold,1190.8,16,4.5,True,28,Satisfied,4
449,Male,34,Los Angeles,Silver,780.2,11,4.2,False,21,Neutral,3
450,Female,43,Chicago,Bronze,515.75,10,3.3,True,49,Unsatisfied,2
